FOLDERYEAR;LicenceRSN;LicenceNumber;LicenceRevisionNumber;BusinessName;BusinessTradeName;Status;IssuedDate;ExpiredDate;BusinessType;BusinessSubType;Unit;UnitType;House;Street;City;Province;Country;PostalCode;LocalArea;NumberofEmployees;FeePaid;ExtractDate;Geom;geo_point_2d
25;4647185;25-139462;00;Scantlings Enterprises Corporation;;Issued;2024-12-28T12:02:55-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;6.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647196;25-139473;00;Fiore Management & Advisory Corp;;Issued;2024-12-23T15:24:12-08:00;2025-12-31;Consulting and Management Services;;3123;Unit;595;BURRARD ST;Vancouver;BC;CA;V7X 1J1;Downtown;17.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.11972958074, 49.2861303368945], ""type"": ""Point""}";49.2861303368945, -123.11972958074
25;4647198;25-139475;00;Key Marketing Inc;;Issued;2024-12-17T15:40:43-08:00;2025-12-31;Consulting and Management Services;;500;Unit;195;ALEXANDER ST;Vancouver;BC;CA;V6A 1N8;Downtown;13.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.100011215892, 49.2841998135302], ""type"": ""Point""}";49.2841998135302, -123.100011215892
25;4647204;25-139481;00;HWG Management Consulting Inc;;Issued;2024-12-06T13:40:43-08:00;2025-12-31;Consulting and Management Services;;201;Unit;439;W BROADWAY;Vancouver;BC;CA;V5Y 1R4;Mount Pleasant;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.113979566997, 49.2633739430575], ""type"": ""Point""}";49.2633739430575, -123.113979566997
25;4647206;25-139483;00;Behere Consulting Ltd;Behere Immigration Consulting;Issued;2024-12-26T22:08:57-08:00;2025-12-31;Consulting and Management Services;;411;Unit;850;W HASTINGS ST;Vancouver;BC;CA;V6C 1E1;Downtown;4.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.115919426108, 49.2862337084847], ""type"": ""Point""}";49.2862337084847, -123.115919426108
25;4647210;25-139487;00;(Helene DeLamare);Helene And The Girl Creations;Issued;2024-12-31T11:23:08-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West Point Grey;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647221;25-139498;00;Scott Donald Hunt (Scott Hunt);Hunt Business Advisors;Issued;2024-12-06T12:38:59-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647224;25-139501;00;ARM Marketing Services Inc;;Issued;2024-12-27T15:16:57-08:00;2025-12-31;Consulting and Management Services;;212;Unit;640;W BROADWAY;Vancouver;BC;CA;V5Z 1G4;Fairview;7.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118604400903, 49.262959520475], ""type"": ""Point""}";49.262959520475, -123.118604400903
25;4647227;25-139504;00;Keynote Consulting Ltd;;Issued;2024-12-06T08:18:08-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647235;25-139512;00;Mr Good Spirits Inc;;Issued;2024-12-29T16:51:37-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Victoria-Fraserview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647241;25-139518;00;CTL Westrans Shipbrokers Inc;;Issued;2024-12-31T10:09:59-08:00;2025-12-31;Consulting and Management Services;;640;Unit;1050;W PENDER ST;Vancouver;BC;CA;V6E 3S7;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.119617816817, 49.2868820081552], ""type"": ""Point""}";49.2868820081552, -123.119617816817
25;4647244;25-139521;00;(Nantarath Wichaidit);NCC Immigration;Issued;2024-12-09T19:54:00-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Oakridge;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647254;25-139531;00;The Fournier Auto Group Ltd;;Issued;2024-12-27T12:09:24-08:00;2025-12-31;Consulting and Management Services;;300;Unit;3665;KINGSWAY;Vancouver;BC;CA;V5R 5W2;Renfrew-Collingwood;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.02419552672, 49.2326670344327], ""type"": ""Point""}";49.2326670344327, -123.02419552672
25;4647304;25-139581;00;M Walsh Business Growth Institute Inc;;Issued;2024-12-20T14:18:53-08:00;2025-12-31;Consulting and Management Services;;200;Unit;1168;HAMILTON ST;Vancouver;BC;CA;V6B 2S2;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.121996984635, 49.2750076198637], ""type"": ""Point""}";49.2750076198637, -123.121996984635
25;4647312;25-139589;00;Ramon A B Garcia (Ramon Garcia);Live In Canada Immigration Consulting Services;Issued;2024-12-09T12:56:47-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Killarney;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647322;25-139599;00;Optimus Information Inc;;Issued;2024-12-16T17:09:15-08:00;2025-12-31;Consulting and Management Services;;510;Unit;900;HOWE ST;Vancouver;BC;CA;V6Z 2S9;Downtown;3.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.122279791872, 49.2806751596638], ""type"": ""Point""}";49.2806751596638, -123.122279791872
25;4647323;25-139600;00;(Carolyn Camman);;Issued;2024-12-20T09:48:54-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Grandview-Woodland;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647325;25-139602;00;Victor C Chan (Victor Chan);;Issued;2024-12-09T14:16:00-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Victoria-Fraserview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647336;25-139613;00;SANGUINETTI ENGINEERING LTD;;Issued;2024-12-06T15:55:43-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647343;25-139620;00;Elizabeth Ann Froese (Elizabeth Froese);Elizabeth Froese Coaching and Consulting;Issued;2024-12-27T13:15:17-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647355;25-139632;00;Darran Alastair Fernandez (Darran Alastair);Robin Fern And Co;Issued;2024-12-28T12:48:01-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647377;25-139654;00;Grant W Duckworth (Grant Duckworth);Vancouver Strategic & Integrated Research;Issued;2024-12-31T10:28:19-08:00;2025-12-31;Consulting and Management Services;;600;Unit;1285;W BROADWAY;Vancouver;BC;CA;V6H 3X8;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.133218152193, 49.263970218012], ""type"": ""Point""}";49.263970218012, -123.133218152193
25;4647386;25-139663;00;Proactive Resolutions Inc;;Issued;2024-12-08T20:00:41-08:00;2025-12-31;Consulting and Management Services;;300;Unit;1090;HOMER ST;Vancouver;BC;CA;V6B 2W9;Downtown;3.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.121150522564, 49.2762718935976], ""type"": ""Point""}";49.2762718935976, -123.121150522564
25;4647395;25-139672;00;KNG Consulting & Associates Inc;;Issued;2024-12-02T20:15:01-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kerrisdale;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647406;25-139683;00;Paul S Brennan (Paul Brennan);Ironclad Marine Surveys And Consulting;Issued;2024-12-20T23:08:11-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647418;25-139695;00;Ace Of Diamonds Educations Group Inc;;Issued;2024-12-01T11:30:43-08:00;2025-12-31;Consulting and Management Services;;202;Unit;2445;W 41ST AV;Vancouver;BC;CA;V6M 2A5;Arbutus-Ridge;6.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.161962771047, 49.2349442447209], ""type"": ""Point""}";49.2349442447209, -123.161962771047
25;4647420;25-139697;00;Eric Chene Consulting Ltd;Eric Chene Consulting;Issued;2024-12-02T20:23:53-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647437;25-139714;00;Robyn C L Roscoe (Robyn Roscoe);Lyric Management;Issued;2024-12-31T16:45:30-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;South Cambie;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647438;25-139715;00;Kahui Tautoko Consulting (Canada) Ltd;;Issued;2024-12-18T17:51:20-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West End;4.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647456;25-139733;00;Current Talent Ltd;;Issued;2024-12-23T08:44:20-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Grandview-Woodland;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647465;25-139742;00;Sinauto Canada Inc;;Issued;2024-12-31T09:31:50-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647470;25-139747;00;Paragon Financial Services Inc;;Issued;2024-12-10T12:32:04-08:00;2025-12-31;Consulting and Management Services;;388;Unit;1130;W PENDER ST;Vancouver;BC;CA;V6E 4A4;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.121897123509, 49.2873037125159], ""type"": ""Point""}";49.2873037125159, -123.121897123509
25;4647475;25-139752;00;Nature's Botanical Pet Inc;NHV Natural Pet Products;Issued;2024-12-11T12:40:51-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647503;25-139780;00;Diamond Head Consulting Ltd;;Issued;2024-12-27T11:06:58-08:00;2025-12-31;Consulting and Management Services;;;;3559;COMMERCIAL ST;Vancouver;BC;CA;V5N 4E8;Kensington-Cedar Cottage;25.0;565.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.068417917688, 49.2529653030389], ""type"": ""Point""}";49.2529653030389, -123.068417917688
25;4647508;25-139785;00;GB Immigration Services Ltd;;Issued;2024-12-26T16:48:23-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Killarney;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647510;25-139787;00;Penny Dianne Cochrane (Penny Cochrane);Penny Cochrane Energy Management Consulting;Issued;2024-12-09T12:05:54-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647532;25-139809;00;Panalytics Research Group Inc;;Issued;2024-12-16T13:59:45-08:00;2025-12-31;Consulting and Management Services;;1;Unit;2246;SPRUCE ST;Vancouver;BC;CA;V6H 2P3;Fairview;9.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.127871943391, 49.2657552041993], ""type"": ""Point""}";49.2657552041993, -123.127871943391
25;4647553;25-139830;00;JR International Consulting Ltd;;Issued;2024-12-03T23:11:58-08:00;2025-12-31;Consulting and Management Services;;208;Unit;3103;KINGSWAY;Vancouver;BC;CA;V5R 5J9;Renfrew-Collingwood;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.038968313998, 49.2357753702681], ""type"": ""Point""}";49.2357753702681, -123.038968313998
25;4647561;25-139838;00;(Ivana Mitrasinovic);Akademis Consulting;Inactive;2024-12-31T07:21:45-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West End;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647585;25-139862;00;Fairview Business Resources Inc;;Issued;2024-12-30T12:31:48-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647597;25-139874;00;(Chika Nakamura);Chika Working Holiday Agency;Issued;2024-12-29T14:36:06-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647614;25-139891;00;Kyle T Shea (Kyle Shea);Kyle Shea Coaching;Issued;2024-12-29T21:16:36-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Grandview-Woodland;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647623;25-139900;00;Innovative Research Group Inc;Innovative Research Group;Issued;2024-12-08T16:21:07-08:00;2025-12-31;Consulting and Management Services;;350;Unit;888;DUNSMUIR ST;Vancouver;BC;CA;V6C 3K4;Downtown;3.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118347310136, 49.2845427546149], ""type"": ""Point""}";49.2845427546149, -123.118347310136
25;4647655;25-139932;00;Yutek Consulting Inc;;Issued;2024-12-04T11:11:11-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647656;25-139933;00;Acrog Tas Consulting Ltd;;Issued;2024-12-24T05:34:35-08:00;2025-12-31;Consulting and Management Services;;170;Unit;422;RICHARDS ST;Vancouver;BC;CA;V6B 2Z4;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.111926364132, 49.2836865871596], ""type"": ""Point""}";49.2836865871596, -123.111926364132
25;4647659;25-139936;00;(Frank Wong);IKO Innovations;Issued;2024-12-30T12:52:17-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Sunset;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647666;25-139943;00;Concept One Cohesive Holdings Ltd;;Issued;2024-12-28T08:24:38-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647677;25-139954;00;Exiger Canada Inc;;Issued;2024-12-23T13:09:02-08:00;2025-12-31;Consulting and Management Services;;1501;Unit;808;NELSON ST;Vancouver;BC;CA;V6Z 2H2;Downtown;82.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.124913915747, 49.2800408534638], ""type"": ""Point""}";49.2800408534638, -123.124913915747
25;4647685;25-139962;00;Sung-Tao Ting & Hsiao-Ming Ting;CT Services;Issued;2024-12-19T15:29:49-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;South Cambie;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647687;25-139964;00;Asana A Ghotly (Asana Ghotly);Asana Business Solutions;Issued;2024-12-28T09:11:12-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Renfrew-Collingwood;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647700;25-139977;00;Dylan Waite Group Inc;;Issued;2024-12-19T08:47:10-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647708;25-139985;00;Krysalix Solutions Inc;;Issued;2024-12-09T18:18:00-08:00;2025-12-31;Consulting and Management Services;;303;Unit;938;HOWE ST;Vancouver;BC;CA;V6Z 1N9;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.122835857511, 49.2803098063228], ""type"": ""Point""}";49.2803098063228, -123.122835857511
25;4647713;25-139990;00;Intelligent Prospect Inc;Intelligent Prospect;Issued;2024-12-28T07:20:06-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Arbutus-Ridge;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647725;25-140002;00;Caravan Digital Studios Inc;;Issued;2024-12-10T10:11:46-08:00;2025-12-31;Consulting and Management Services;;1210;Unit;250;HOWE ST;Vancouver;BC;CA;V6C 3R8;Downtown;3.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.113252488858, 49.2866526135765], ""type"": ""Point""}";49.2866526135765, -123.113252488858
25;4647732;25-140009;00;(Lauren Moore);CONSULTDHH;Inactive;2024-12-20T22:27:37-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Marpole;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647785;25-140062;00;Sandberg Consulting Ltd;;Issued;2024-12-10T17:35:10-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647801;25-140078;00;Mei Mee Consulting Inc;;Issued;2024-12-02T22:02:55-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Grandview-Woodland;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647803;25-140080;00;Revere Communications Inc;;Issued;2024-12-03T16:00:03-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647821;25-140098;00;(Jun Zhang);VIM Health And Technologies;Issued;2024-12-26T15:27:50-08:00;2025-12-31;Consulting and Management Services;;170;Unit;422;RICHARDS ST;Vancouver;BC;CA;V6B 2Z4;Downtown;0.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.111926364132, 49.2836865871596], ""type"": ""Point""}";49.2836865871596, -123.111926364132
25;4647828;25-140105;00;Ensero Holdings Canada Inc;Ensero Solutions Canada Inc;Issued;2024-12-20T08:24:50-08:00;2025-12-31;Consulting and Management Services;;410;Unit;885;DUNSMUIR ST;Vancouver;BC;CA;V6C 1N5;Downtown;10.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.117864048567, 49.2848648439924], ""type"": ""Point""}";49.2848648439924, -123.117864048567
25;4647847;25-140124;00;Baron Global Financial Canada Ltd;;Issued;2024-12-02T09:56:43-08:00;2025-12-31;Consulting and Management Services;;2250;Unit;1055;W HASTINGS ST;Vancouver;BC;CA;V6E 2E9;Downtown;5.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118192793095, 49.2877342016388], ""type"": ""Point""}";49.2877342016388, -123.118192793095
25;4647858;25-140135;00;Urban Design & Development Consulting Ltd;;Issued;2024-12-09T17:48:08-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;South Cambie;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647860;25-140137;00;DPM Consulting Ltd;;Issued;2024-12-09T13:22:41-08:00;2025-12-31;Consulting and Management Services;;400;Unit;601;W BROADWAY;Vancouver;BC;CA;V5Z 4C2;Fairview;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118596122757, 49.2635657969344], ""type"": ""Point""}";49.2635657969344, -123.118596122757
25;4647900;25-140177;00;Constance L Phenix   (Constance  Phenix );Phenix and Associates;Issued;2024-12-09T15:47:19-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647906;25-140183;00;(Tamara Shulman);Tamara Shulman and Associates;Issued;2024-12-31T14:26:58-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kensington-Cedar Cottage;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647913;25-140190;00;Aspect Structural Engineers Canada Ltd;Aspect Structural Engineers;Issued;2024-12-23T08:29:43-08:00;2025-12-31;Consulting and Management Services;;101;Unit;190;W 3RD AV;Vancouver;BC;CA;V5Y 1E9;Mount Pleasant;30.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.109155531909, 49.2681105726015], ""type"": ""Point""}";49.2681105726015, -123.109155531909
25;4647919;25-140196;00;Miraple Intl-Trading Ltd;;Issued;2024-12-09T08:13:32-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kerrisdale;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647921;25-140198;00;(Christopher Kubinski);Swift Education Services;Issued;2024-12-19T00:14:21-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647940;25-140217;00;Highway 99 Technology Solutions Inc;;Issued;2024-12-23T08:04:36-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647945;25-140222;00;(Edwina Chiu);;Issued;2024-12-31T15:17:10-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Marpole;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647952;25-140229;00;PD Development Corporation;Purpose Driven Development and Planning;Issued;2024-12-09T15:26:58-08:00;2025-12-31;Consulting and Management Services;;502;Unit;134;ABBOTT ST;Vancouver;BC;CA;V6B 2K4;Downtown;6.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.106005896093, 49.2840832173454], ""type"": ""Point""}";49.2840832173454, -123.106005896093
25;4647956;25-140233;00;(Harriet Goodwin);Harriet Goodwin;Issued;2024-12-29T03:08:40-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647970;25-140247;00;(Leonor Lima);Leonor Lima Immigration Consulting;Issued;2024-12-31T14:15:22-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647984;25-140261;00;VIP Education Consulting Inc;VIP English Academy;Issued;2024-12-05T13:45:41-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647986;25-140263;00;0965688 B.C. LTD;Procogia Services;Issued;2024-12-05T09:49:10-08:00;2025-12-31;Consulting and Management Services;;560;Unit;1575;W GEORGIA ST;Vancouver;BC;CA;V6G 2V3;Downtown;7.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.129990856426, 49.2906583641467], ""type"": ""Point""}";49.2906583641467, -123.129990856426
25;4648004;25-140281;00;Legacy Environmental Ltd;;Issued;2024-12-16T13:00:05-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;10.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648012;25-140289;00;Modus Planning Design and Engagement Inc;Modus;Issued;2024-12-10T13:11:36-08:00;2025-12-31;Consulting and Management Services;;207;Unit;55;E CORDOVA ST;Vancouver;BC;CA;V6A 0A5;Downtown;13.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.102961461185, 49.282594480169], ""type"": ""Point""}";49.282594480169, -123.102961461185
25;4648026;25-140303;00;V9 Immigration Inc;;Issued;2024-12-18T10:19:03-08:00;2025-12-31;Consulting and Management Services;;218;Unit;515;W PENDER ST;Vancouver;BC;CA;V6B 6H5;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.113123090414, 49.2838690672845], ""type"": ""Point""}";49.2838690672845, -123.113123090414
25;4648056;25-140333;00;(Jason Mah);Jason Mah Consulting;Issued;2024-12-22T16:04:03-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648063;25-140340;00;Hallett and Stewart Inc;;Issued;2024-12-05T23:12:10-08:00;2025-12-31;Consulting and Management Services;;310;Unit;2902;W BROADWAY;Vancouver;BC;CA;V6K 2G8;Kitsilano;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.170800252596, 49.2638482274214], ""type"": ""Point""}";49.2638482274214, -123.170800252596
25;4648078;25-140355;00;Somm Wine Guy Consulting Inc;;Issued;2024-12-13T15:52:17-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Riley Park;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648095;25-140372;00;Daniel D Verhagen  (Daniel  Verhagen );DANIELVERHAGEN MARKETING AND DEVELOPMENT;Issued;2024-12-21T09:00:44-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648096;25-140373;00;Nancy L Hogan (Nancy Hogan);Hogan HR Consulting;Issued;2024-12-27T17:57:44-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648136;25-140413;00;Asnate Marianna Fomina (Asnate Fomina);The Mind Mastering;Gone Out of Business;2024-12-28T11:54:00-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West End;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648165;25-140442;00;Lynn L Corrigan & Carol J Sutton;Profound Learning Experiences;Issued;2024-12-11T11:38:51-08:00;2025-12-31;Consulting and Management Services;;400;Unit;601;W BROADWAY;Vancouver;BC;CA;V5Z 4C2;Fairview;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118596122757, 49.2635657969344], ""type"": ""Point""}";49.2635657969344, -123.118596122757
25;4648178;25-140455;00;Knudsen Taylor Limited;;Issued;2024-12-07T12:58:30-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648189;25-140466;00;Camosun Advisory Corp;;Issued;2024-12-15T15:03:23-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648215;25-140492;00;P Howell Consulting Ltd;Howell Academics;Issued;2024-12-04T09:45:07-08:00;2025-12-31;Consulting and Management Services;;990;Unit;1200;W 73RD AV;Vancouver;BC;CA;V6P 6G5;Marpole;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.133618556976, 49.2039954491368], ""type"": ""Point""}";49.2039954491368, -123.133618556976
25;4648229;25-140506;00;(Kenneth Lee);;Issued;2024-12-24T15:54:15-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Oakridge;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648254;25-140531;00;S&Co Supply Chain Logistics Consulting Inc;;Inactive;2024-12-13T16:05:30-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648258;25-140535;00;1408497 B.C. LTD.;;Issued;2024-12-23T16:31:32-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4648267;25-140544;00;UNLOCK YOUR BODY-MIND POTENTIAL INC.;;Issued;2024-12-27T12:30:13-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
